71.5244,-5.22768,814.994,7.61839,19,-15.4428,172800
71.478,-19.5429,814.948,-0.0489121,19.0602,-1.29359,173700
75.786,-12.871,814.755,-0.0818719,19.0175,-1.92108,174600
76.3969,-10.7488,814.674,-0.0863902,18.8863,-2.94833,175500
74.9216,-12.0236,814.93,-0.0580109,18.8467,-3.35044,176400
76.5452,-10.1399,814.957,-0.0625271,18.7415,-4.13576,177300
76.1214,-11.0504,814.885,-0.084304,18.6887,-4.60057,178200
76.4533,-10.7033,814.776,-0.104952,18.6573,-4.90679,179100
76.7424,-10.3329,814.618,-0.130073,18.65,-4.99236,180000
75.3628,-12.331,814.854,-0.108963,18.2694,-7.16782,180900
75.2831,-12.8395,814.861,-0.128076,18.3475,-6.77084,181800
77.5198,-10.6862,815.072,-0.122157,18.6652,-5.15646,182700
83.5023,-3.12977,814.908,-0.146974,18.6425,-5.94098,183600
84.2173,-0.761175,815.303,-0.117119,18.8623,-6.11103,184500
83.1247,-1.80115,814.937,-0.16317,18.7896,-6.70514,185400
83.2532,-1.75707,814.88,-0.176342,18.8925,-5.96069,186300
83.0601,-2.13262,815.167,-0.150585,18.8933,-5.86281,187200
81.397,-4.15625,815.163,-0.163148,19.0427,-4.88158,188100
82.4255,-2.90951,815.362,-0.14369,18.9675,-5.30454,189000
82.1813,-3.04096,815.014,-0.206303,18.7094,-6.49988,189900
82.6819,-2.45606,815.149,-0.214501,18.6567,-6.90285,190800
82.1725,-3.28315,815.001,-0.277346,18.7994,-6.14392,191700
82.7594,-2.51726,814.792,-0.317903,18.8237,-6.06912,192600
82.8792,-2.69072,815.154,-0.303483,18.8785,-5.7016,193500
83.1762,-2.09507,815.054,-0.34029,18.925,-5.61095,194400
82.9832,-2.27504,815.289,-0.322143,18.9023,-5.81816,195300
84.5309,-0.34811,815.253,-0.333939,18.7733,-6.5073,196200
84.4596,0.00886234,815.471,-0.300315,18.935,-5.4668,197100
84.6057,-0.154107,815.333,-0.327176,19.0483,-4.80593,198000
84.2924,-0.23311,815.334,-0.325859,19.1481,-4.49813,198900
83.6577,-0.879925,814.979,-0.364349,19.1875,-4.34946,199800
82.7542,-2.41677,815.016,-0.345535,19.2846,-3.91338,200700
82.8909,-2.48809,814.925,-0.359637,19.3,-3.64452,201600
82.9936,-2.43788,815.151,-0.310688,19.1144,-4.42812,202500
82.1556,-3.40403,814.82,-0.337233,19.1054,-4.3294,203400
82.3142,-3.08074,814.327,-0.38178,19.0865,-4.47219,204300
83.3651,-2.42339,814.702,-0.327362,19.11,-4.49775,205200
83.6677,-3.66594,815.053,-0.277135,19.1094,-4.88116,206100
83.2243,-5.51501,815.602,-0.194691,19.0813,-5.25694,207000
83.2476,-5.60154,815.48,-0.204806,18.9887,-5.5756,207900
82.8653,-5.18779,815.546,-0.194757,19.0067,-5.20366,208800
82.5197,-5.11578,815.362,-0.202309,19.044,-4.58937,209700
82.2481,-5.12541,815.237,-0.208126,18.9888,-4.57914,210600
82.0934,-5.13077,815.22,-0.179268,18.9606,-4.38414,211500
81.7811,-5.05343,814.535,-0.254496,18.9525,-4.13505,212400
82.1236,-4.69908,815.447,-0.103969,18.9244,-4.08325,213300
82.1327,-4.67649,815.448,-0.0859794,18.8567,-4.1836,214200
82.1573,-4.45529,815.62,-0.0428309,18.8979,-3.82739,215100
82.4941,-3.96865,815.763,-0.0297619,18.85,-3.87557,216000
81.0846,-5.58374,816.109,0.0150945,18.9025,-3.55869,216900
81.2897,-5.27379,815.746,-0.0464275,18.8137,-3.81519,217800
81.0246,-5.4428,815.483,-0.0747296,18.8163,-3.65463,218700
80.6973,-5.80767,815.279,-0.103161,18.8192,-3.54091,219600
79.8128,-6.87091,815.734,-0.0485736,18.7915,-3.53463,220500
80.0658,-6.49894,815.597,-0.0629639,18.6588,-4.11741,221400
79.6047,-7.04367,816.478,0.048988,18.7131,-3.68952,222300
79.5776,-7.11978,816.836,0.0959596,18.685,-3.73519,223200
79.8853,-6.76913,816.951,0.105798,18.6769,-3.72744,224100
80.007,-6.62291,817.195,0.112278,18.5946,-4.05271,225000
79.5258,-7.13269,816.632,0.033218,18.566,-4.10104,225900
79.2357,-7.55367,817.176,0.0913774,18.57,-4.03102,226800
79.6098,-7.06536,817.707,0.13634,18.4735,-4.43071,227700
79.8397,-6.80547,818.204,0.192808,18.5104,-4.14077,228600
79.5589,-7.28327,818.33,0.191475,18.5813,-3.67417,229500
78.9849,-7.98369,818.052,0.130687,18.1833,-5.63918,230400
80.4882,-6.23661,818.316,0.144765,17.2202,-10.6836,231300
79.8181,-7.11124,818.884,0.201791,17.7475,-7.94864,232200
80.5292,-6.8006,819.123,0.216443,17.8904,-7.44741,233100
84.3384,-2.71648,819.494,0.237032,17.8883,-7.50604,234000
75.3998,-12.3229,819.359,0.20504,17.9937,-6.71982,234900
69.8949,-19.5906,819.938,0.245048,17.6812,-8.76551,235800
73.3046,-15.5313,820.096,0.255256,17.345,-10.5467,236700
71.9625,-17.2576,820.451,0.288722,17.31,-10.7272,237600
72.4498,-16.976,820.094,0.237912,17.561,-9.57237,238500
72.1325,-17.653,819.987,0.220176,17.6733,-9.22786,239400
74.8506,-14.6223,820.318,0.260392,17.7356,-8.81426,240300
78.7731,-6.73538,820.406,0.279796,17.8958,-7.61058,241200
86.2371,1.62124,820.265,0.271779,18.0377,-6.92619,242100
89.8218,6.45058,820.081,0.263946,18.2275,-5.80101,243000
90.3301,5.10787,819.968,0.265487,18.3465,-5.43061,243900
91.2162,5.72555,820.506,0.32471,18.4567,-4.9605,244800
89.0114,3.59097,819.564,0.224659,18.5612,-4.47119,245700
83.9949,-2.24608,820.125,0.297056,18.6096,-4.51727,246600
84.5427,-1.661,819.179,0.208422,18.631,-4.70056,247500
85.3878,-0.977305,819.434,0.249489,18.84,-4.0733,248400
88.3708,2.21243,819.37,0.266295,18.9679,-3.76501,249300
89.5961,2.32368,819.153,0.246205,19.0667,-3.70367,250200
89.7811,4.12349,818.511,0.195535,19.1763,-3.3455,251100
91.2183,6.12087,818.868,0.258711,19.335,-2.74146,252000
91.1649,7.10022,818.182,0.176266,19.0098,-4.32919,252900
93.1645,8.25957,818.151,0.193479,19.0525,-4.21067,253800
94.6438,10.2325,817.46,0.127712,19.0948,-4.33468,254700
95.0973,9.4658,817.258,0.120272,19.0483,-4.94844,255600
95.7024,10.8051,816.891,0.081859,19.2262,-4.44211,256500
98.5121,14.605,816.687,0.0748957,19.3958,-3.88585,257400
96.7411,12.6956,816.766,0.0906373,19.4777,-3.71872,258300
