75.4697,757.3,22.47,2387.38,Sat Nov 17 14:34:58 2018
88.8398,815.347,19.31,1793.75,Sat Nov 17 14:49:58 2018
86.9814,815.423,19.39,1792.99,Sat Nov 17 15:04:58 2018
85.5977,815.378,19.46,1793.44,Sat Nov 17 15:19:58 2018
85.1611,815.403,19.5,1793.2,Sat Nov 17 15:34:59 2018
85.1826,815.467,19.55,1792.56,Sat Nov 17 15:49:59 2018
85.5781,815.573,19.59,1791.51,Sat Nov 17 16:04:59 2018
85.6172,815.632,19.62,1790.92,Sat Nov 17 16:19:59 2018
85.5859,815.679,19.63,1790.46,Sat Nov 17 16:34:59 2018
85.9629,815.743,19.68,1789.82,Sat Nov 17 16:49:59 2018
86.373,815.906,19.68,1788.2,Sat Nov 17 17:04:59 2018
86.7949,816.069,19.68,1786.59,Sat Nov 17 17:19:59 2018
86.2002,816.107,19.82,1786.2,Sat Nov 17 17:34:59 2018
84.8633,816.259,20.09,1784.7,Sat Nov 17 17:49:59 2018
84.6494,816.269,20.14,1784.6,Sat Nov 17 18:04:59 2018
84.7422,816.32,20.09,1784.1,Sat Nov 17 18:19:59 2018
84.8701,816.396,20.07,1783.34,Sat Nov 17 18:34:59 2018
84.9268,816.495,20.02,1782.36,Sat Nov 17 18:49:59 2018
84.8955,816.535,20.03,1781.96,Sat Nov 17 19:04:59 2018
84.7588,816.699,20.01,1780.33,Sat Nov 17 19:19:59 2018
84.7637,816.901,20.04,1778.33,Sat Nov 17 19:34:59 2018
84.9619,817.268,20.03,1774.7,Sat Nov 17 19:49:59 2018
84.8965,817.39,20.04,1773.49,Sat Nov 17 20:04:59 2018
85.1709,817.635,20.02,1771.06,Sat Nov 17 20:19:59 2018
84.9561,817.837,20.05,1769.06,Sat Nov 17 20:34:59 2018
84.915,817.924,20.07,1768.2,Sat Nov 17 20:49:59 2018
84.8262,817.985,20.08,1767.6,Sat Nov 17 21:04:59 2018
84.4521,817.927,20.03,1768.17,Sat Nov 17 21:19:59 2018
